,Unnamed: 0,title,description,url,index
10,10.0,"Ukraine war: Russia could launch more heavy strikes, Zelensky warns",Work is continuing to restore electricity following a ninth wave of heavy Russian air strikes on Friday.,https://www.bbc.co.uk/news/world-europe-64010416,10
11,11.0,Ukraine war: Can we expect peace talks to begin?,"Joe Biden says he is willing to sit down with Vladimir Putin, but when might peace talks take place?",https://www.bbc.co.uk/news/world-europe-63838215,11
12,12.0,Pope Francis calls for end to 'senseless' war in Ukraine,"In his Christmas Day message, the pontiff said the world was experiencing a ""famine of peace"".",https://www.bbc.co.uk/news/world-europe-64089428,12
13,13.0,"Ukraine war: Chornobaivka airbase, symbol of Russian defeat",Chornobaivka has earned its status as one of the most important battlefields of the war.,https://www.bbc.co.uk/news/world-europe-63754797,13
14,14.0,Ukraine war: Putin meets generals as reports of offensive grow,Senior Ukrainian commanders say Russia could be planning a new attack on Kyiv early next year.,https://www.bbc.co.uk/news/world-europe-64013052,14
15,15.0,Ukraine war: Overnight strikes hit Kyiv as Putin visits Belarus,"The unusual night attack causes blackouts across the city, but no one is killed, Kyiv officials say.",https://www.bbc.co.uk/news/world-europe-64024992,15
16,16.0,Ukraine war: Civilians flee Kherson as Russian attacks intensify,"The Ukrainian city, liberated from Russian control last month, is coming under heavy bombardment.",https://www.bbc.co.uk/news/world-europe-64102826,16
17,17.0,Ukraine war: Germany wary of new influx of refugees,"As winter sets in, there are warnings that some communities cannot cope with more arrivals.",https://www.bbc.co.uk/news/world-europe-63792498,17
18,18.0,Ukraine war: Two generations share bed after Russian strikes,Sofia lives in cramped conditions with her boyfriend and his mother after strikes destroyed their home.,https://www.bbc.co.uk/news/world-europe-63850875,18
19,19.0,Ukraine war: Letter bomb at Ukraine's Spain embassy injures employee,Ukrainian embassies have been ordered to increase security after a security guard was injured.,https://www.bbc.co.uk/news/world-europe-63812148,19
20,20.0,iPhone chip-maker TSMC invests $40bn in Arizona plants,The Taiwan chipmaker triples its US investment amid a chip shortage and the US and China tech war.,https://www.bbc.co.uk/news/business-63883047,20
21,21.0,Ice soldiers mark Russia's very patriotic Christmas,A Siberian city is marking Christmas with ice statues of soldiers. But not all locals back the war.,https://www.bbc.co.uk/news/world-europe-64026344,21
22,22.0,South Sudan floods: Fleeing Nile waters to a minefield,Photos of people displaced by war bearing the brunt of a climate crisis along South Sudan's River Nile.,https://www.bbc.co.uk/news/world-africa-64032266,22
23,23.0,Pope condemns human 'hunger for wealth and power' at Christmas Eve Mass,His comments at Christmas Eve Mass in the Vatican follow previous comments about the war in Ukraine.,https://www.bbc.co.uk/news/world-europe-64088047,23
24,24.0,Ethiopia civil war: The boy named ‘Wealthy’ who weighs half what he should,"Ethiopia's civil war has left tens of thousands, including large numbers of children, malnourished.",https://www.bbc.co.uk/news/world-africa-63994851,24
25,25.0,Columbia peace talks with leftist ELN rebels make progress,"Both sides reach a first point of agreement in bid to end almost 60 years of war, the president says.",https://www.bbc.co.uk/news/world-latin-america-63849266,25
26,26.0,Hungary's risky bet on Russia's nuclear power,Russia's war in Ukraine is making a new power station - the biggest single investment in Hungarian history - less likely by the day.,https://www.bbc.co.uk/news/world-europe-63964744,26
27,27.0,"Analysis: Blasts deep inside Russia hand Putin a fresh problem, with no obvious answer",Moscow's accusation that Ukrainian drones struck two airbases deep inside Russia has once again raised the febrile question of escalation nine months into the war.,https://www.cnn.com/2022/12/06/europe/russia-ukraine-strikes-analysis-intl/index.html,27
28,28.0,Ukraine war: US Patriot missiles would comfort Kyiv and alarm Moscow,"They're not a silver bullet, but they are extremely effective and expensive.",https://www.bbc.co.uk/news/world-us-canada-63994648,28
29,29.0,US-China chip war: How the technology dispute is playing out,Washington announced some of the broadest export controls on chipmakers in October.,https://www.bbc.co.uk/news/business-63995570,29
30,30.0,Ukraine war: Animal eye packages sent to six embassies across Europe,Ukraine's foreign ministry said a false bomb threat was made to another embassy in Kazakhstan.,https://www.bbc.co.uk/news/world-europe-63834667,30
31,31.0,Ukraine war: EU set to approve cap on price of Russian oil,"The European Union agrees a cap of $60 a barrel on exported Russian crude, after Poland gave its backing.",https://www.bbc.co.uk/news/world-europe-63840412,31
32,32.0,"Ukraine war: My nights are peaceful at last, after trauma of air raids","Nika survived the Russian assault on Kharkiv earlier this year, and is now settled in the UK.",https://www.bbc.co.uk/news/world-europe-64053061,32
33,33.0,Ukraine war: Nato pledges to provide more weapons and fix power grid,Millions of Ukrainians remain without power and water in freezing temperatures after Russian strikes.,https://www.bbc.co.uk/news/world-europe-63798506,33
34,34.0,"Ukraine war is going to 'take a while,' Putin says as he warns nuclear risk is increasing","Nearly 10 months after his invasion of Ukraine began, Russian President Vladimir Putin on Wednesday acknowledged that the conflict is ""going to take a while,"" as he also warned of the ""increasing"" threat of nuclear war.",https://www.cnn.com/2022/12/07/europe/putin-ukraine-russia-nuclear-intl-hnk/index.html,34
35,35.0,New footage reveals how 5 lions escaped their Sydney zoo enclosure,"The Great Escape always brings prisoner-of-war Steve McQueen to mind, but perhaps the real masters of breaking out are five lions who absconded from their enclosure at a Sydney zoo last month.",https://www.cnn.com/travel/article/lions-escape-sydney-zoo-intl-scli/index.html,35
36,36.0,Opinion: Zelensky's biggest test yet,"As the war grinds into a new year, Zelensky faces a fresh dilemma: how to balance growing pressure from outside for negotiations with Russia, and expectations within Ukraine for a full Russian withdrawal to pre-2014 lines, writes Michael Bociurkiw.",https://www.cnn.com/2022/12/19/opinions/volodomyr-zelensky-profile-ukraine-russia-bociurkiw/index.html,36
37,37.0,"The world is burning more coal than ever before, new report shows","The global energy crisis caused by Russia's war on Ukraine has pushed global demand for coal -- the most polluting of all fossil fuels -- to a record high in 2022, the International Energy Agency (IEA) said on Friday.",https://www.cnn.com/2022/12/16/world/coal-use-record-high-climate-intl/index.html,37
38,38.0,Russia-Ukraine war at a glance: what we know on day 288 of the invasion,Putin says war could turn into ‘long-term process’; more ‘suspicious packages’ sent to Ukrainian missions<ul><li>See all our Ukraine war coverage</li></ul> Continue reading...,https://www.theguardian.com/world/2022/dec/08/russia-ukraine-war-at-a-glance-what-we-know-on-day-288-of-the-invasion,38
39,39.0,"Avatar 5 Will Return to Earth, But That Leaked Title Is Wrong","If James Cameron is lucky enough to make a fifth Avatar film, not all of it will take place on Pandora. At a recent press day for Avatar: The Way of Water, io9 asked Cameron’s producer Jon Landau if the Earthlings who were defeated and left Pandora at the end…",https://gizmodo.com/avatar-5-plot-james-cameron-pandora-earth-jon-landau-1849854542,39
40,40.0,"'There are maniacs who enjoy killing,' Russian defector says of his former unit accused of war crimes",Nikita Chibrin says he still remembers his fellow Russian soldiers running away after allegedly raping two Ukrainian women during their deployment northwest of Kyiv in March.,https://www.cnn.com/2022/12/13/europe/russian-defector-war-crimes-intl-cmd/index.html,40
41,41.0,Ukrainian military: Russia wants prolonged war in Ukraine - Reuters,"Russia is seeking to turn the war in Ukraine into a long military confrontation and is training new divisions on the territory of neighbouring Belarus, a senior Ukrainian military officer said on Thursday.",https://www.reuters.com/world/europe/ukrainian-military-russia-wants-prolonged-war-ukraine-2022-12-15/,41
42,42.0,Only Russia's nuclear arms preventing West from declaring war ... - Reuters,"Russia's nuclear arsenal and the rules Moscow has laid out for its use are the only factors preventing the West from starting a war against Russia, a top ally of President Vladimir Putin said in an article published on Sunday.",https://www.reuters.com/world/europe/only-russias-nuclear-arms-preventing-west-declaring-war-putin-ally-2022-12-25/,42
43,43.0,The true cost of America's war machines,The US spends more on its military than the next nine nations combined. Both its aircraft carrier and F-35 programs have gone way over budget.,https://www.businessinsider.com/true-cost-american-military-f-35-ford-aircraft-carrier-2022-12,43
44,44.0,'Burn everything': Poland chokes on the smog of war - Reuters,The Tkaczuk family moved from the Polish city of Krakow to the village of Olpiny in the Carpathian foothills in 2018 in search of cleaner country air.,https://www.reuters.com/world/europe/burn-everything-poland-chokes-smog-war-2022-12-08/,44
45,45.0,"U.S. Congress advances bills targeting war criminals, Russian ... - Reuters","A pair of bills granting the U.S. Justice Department additional tools to go after Russian oligarchs and alleged war criminals appeared poised to become law, after a last-minute push by a bipartisan group of lawmakers this week.",https://www.reuters.com/world/us/us-congress-advances-bills-targeting-war-criminals-russian-oligarchs-2022-12-22/,45
46,46.0,Lavrov says Ukraine war affects prospects for nuclear talks - Reuters,Russian Foreign Minister Sergei Lavrov said on Thursday that Moscow was willing to play a responsible part in nuclear arms control but it was impossible to discuss nuclear stability while ignoring Western involvement in the war in Ukraine.,https://www.reuters.com/world/europe/lavrov-says-ukraine-war-affects-prospects-nuclear-talks-2022-12-01/,46
47,47.0,Russia-Ukraine war at a glance: what we know on day 302 of the invasion,Volodymyr Zelenskiy addresses US Congress on first foreign visit since war began; the White House pledges new $1.58bn aid package to Ukraine<ul><li>See all our Ukraine war coverage</li></ul> Continue reading...,https://www.theguardian.com/world/2022/dec/22/russia-ukraine-war-at-a-glance-what-we-know-on-day-302-of-the-invasion,47
48,48.0,Watch The Game Awards here at 7:30PM ET,"Get ready for two and a half hours of game trailers, announcements, gameplay and maybe even a few award acceptance speeches. The ninth edition of The Game Awards
 is upon us. We'll be covering all the big news from tonight's event, which you can also watch l…",https://www.engadget.com/how-to-watch-the-game-awards-stream-start-time-220021184.html,48
49,49.0,Cold War Steve on Harry Kane’s nightmare before Christmas,"The third in a special series by the celebrated visual satirist for the Guardian, following England’s desperate World Cup exit at the hands of France Continue reading...",https://www.theguardian.com/football/picture/2022/dec/11/cold-war-steve-harry-kane-nightmare-before-christmas-england-france-world-cup,49
50,50.0,Symbols of Ukraine war cast pall over Russia’s festive celebrations,Attempts at integrating war into country’s new year celebrations have become obvious target for oppositionThe Christmas village at Moscow’s Gorky Park is decked out as in any other year – quaint wooden huts with icicles and snow-lined fir trees festooned with…,https://www.theguardian.com/world/2022/dec/22/symbols-of-ukraine-war-cast-pall-over-russias-festive-celebrations,50
51,51.0,Swansea rioters sentenced for turning housing estate into ‘war zone’,"Two men identified as leading players in May 2021 disturbance are jailed for six years and three monthsRioters turned a housing estate in Swansea into a “war zone” for the sake of “mass entertainment”, leaving families terrorised, police officers injured and …",https://www.theguardian.com/uk-news/2022/dec/19/swansea-rioters-sentenced-for-turning-housing-estate-into-war-zone,51
52,52.0,Russian opposition figure Ilya Yashin jailed for denouncing Ukraine war,"Politician sentenced to eight and a half years over series of posts about atrocities in Bucha<ul><li>Russia-Ukraine war – latest updates</li></ul>A Russian court has sentenced the opposition politician Ilya Yashin to eight and a half years in prison, in the m…",https://www.theguardian.com/world/2022/dec/09/russian-opposition-figure-ilya-yashin-jailed-for-denouncing-ukraine-war,52
53,53.0,Meet the dissident Russians living the 'nightmare from which it is impossible to wake up',"While Russian state media gives the impression that everyone in Russia supports the war and Putin, many of the country's more liberal, educated and well-traveled citizens have spent the past nine months horrified about the violence inflicted on Ukraine by the…",https://www.cnn.com/2022/12/28/europe/russian-opposition-ukraine-war-intl-cmd/index.html,53
54,54.0,"Star rising in Kremlin, Russia's Medvedev predicts war in West - Reuters.com","Former Russian President Dmitry Medvedev, an arch loyalist of Vladimir Putin given a new job this week, predicted war between Germany and France next year and a civil war in the United States that would lead to Elon Musk becoming president.",https://www.reuters.com/world/europe/star-rising-kremlin-russias-medvedev-predicts-war-west-2022-12-27/,54
55,55.0,Kremlin says EU plans for war crimes tribunal are illegitimate - Reuters,"The Kremlin on Thursday condemned the European Union's calls to hold a <a href=""/world/europe/eu-seeks-set-up-russian-war-crimes-tribunal-von-der-leyen-2022-11-30/"">war crimes tribunal</a> over Russia's actions in Ukraine, saying any body would be illegitimat…",https://www.reuters.com/world/europe/kremlin-says-eu-plans-war-crimes-tribunal-are-illegitimate-2022-12-01/,55
56,56.0,"There have been 50,000 alleged war crimes in Ukraine. We worked to solve one","Investigators in Ukraine have opened more than 50,000 inquiries into alleged Russian war crimes since the war began. NPR looked into the death of one man to show the challenges investigators face.",https://www.npr.org/2022/12/10/1138710652/russian-war-crimes-ukraine-investigation,56
57,57.0,What happened in the Russia-Ukraine war this week? Catch up with the must-read news and analysis,Ukraine says Putin readying to launch major new offensive; inside the ‘Bakhmut meat grinder’; Zelenskiy’s greatest bargaining chip; Putin cancels year-end press conference<ul><li>See all our Ukraine war coverage</li></ul>Every week we wrap up the must-reads f…,https://www.theguardian.com/world/2022/dec/17/what-happened-in-the-russia-ukraine-war-this-week-catch-up-with-the-must-read-news-and-analysis,57
58,58.0,Russia-Ukraine war at a glance: what we know on day 282 of the invasion,"Joe Biden says he is prepared to speak to Vladimir Putin if the Russian president is willing to end the war; Ukraine estimates its armed forces have lost up to 13,000 soldiers so far <ul><li>See all our Ukraine war coverage</li></ul> Continue reading...",https://www.theguardian.com/world/2022/dec/02/russia-ukraine-war-at-a-glance-what-we-know-on-day-282-of-the-invasion,58
59,59.0,What happened in the Russia-Ukraine war this week? Catch up with the must-read news and analysis,"Winter sets in; explosions rock Russia and US basketball star Brittney Griner released in prisoner swap for arms dealer Viktor Bout<ul><li>See all our Ukraine war coverage</li></ul>Every week we wrap up the must-reads from our coverage of the Ukraine war, fro…",https://www.theguardian.com/world/2022/dec/10/what-happened-in-the-russia-ukraine-war-this-week-catch-up-with-the-must-read-news-and-analysis,59
60,60.0,What happened in the Russia-Ukraine war this week? Catch up with the must-read news and analysis,"Zelenskiy addresses US Congress in person; a Russian soldier calls his mother; Ukrainians celebrate Christmas in Australia<ul><li>See all our Ukraine war coverage</li></ul>Every week we wrap up the must-reads from our coverage of the Ukraine war, from news an…",https://www.theguardian.com/world/2022/dec/24/what-happened-in-the-russia-ukraine-war-this-week-catch-up-with-the-must-read-news-and-analysis,60
61,61.0,U.S. defense secretary accuses Russia of 'deliberate cruelty' in Ukraine - Reuters,"U.S. Defense Secretary Lloyd Austin on Saturday accused Russia of ""deliberate cruelty"" in its war in Ukraine, saying Moscow was intentionally targeting civilians.",https://www.reuters.com/world/europe/us-defense-secretary-accuses-russia-deliberate-cruelty-ukraine-2022-12-03/,61
62,62.0,"Putin says Russia wants end to war, all conflicts end with diplomacy - Reuters","President Vladimir Putin said on Thursday that Russia wants an end to the war in Ukraine, and all armed conflicts end with diplomatic negotiations.",https://www.reuters.com/world/europe/putin-says-russia-wants-end-war-all-conflicts-end-with-diplomacy-2022-12-22/,62
63,63.0,"As Nigeria battled insurgents, she was brutalised by both sides - Reuters",Enslaved by Boko Haram. Coerced into an abortion. Two children dead. The ordeal of Aisha shows how women's lives are a battlefield in Nigeria’s brutal war.,https://www.reuters.com/investigates/special-report/nigeria-military-mother-profile/,63
64,64.0,Ukrainian soldiers receive 'bionic' prostheses in Mexico - Reuters.com,"Oleh, a Ukrainian soldier wounded in the war earlier this year, is heading back to his home country after his injuries led him to spend months in Mexico.",https://www.reuters.com/world/americas/ukrainian-soldiers-receive-bionic-prostheses-mexico-2022-12-21/,64
65,65.0,Russia-Ukraine war at a glance: what we know on day 300 of the invasion,Putin describes talks with Belarusian leader Lukashenko as ‘very productive’; EU leaders finalise gas price cap<ul><li>See all our Ukraine war coverage</li></ul> Continue reading...,https://www.theguardian.com/world/2022/dec/20/russia-ukraine-war-at-a-glance-what-we-know-on-day-300-of-the-invasion,65
66,66.0,‘Facing the world with courage’: Europe on the brink of war – in pictures,Richard J Scheuer’s previously unseen photographs from 1934 depict ordinary people going about their daily lives despite the growing threat of a second world war Continue reading...,https://www.theguardian.com/artanddesign/gallery/2022/dec/06/facing-the-world-with-courage-europe-on-the-brink-of-war-in-pictures,66
67,67.0,"Russia-Ukraine war live: Russia has installed rocket launchers at Zaporizhzhia nuclear power plant, says Ukraine","While all six reactors have been shut down, move by Russia heightens fears of radiation dangers<ul><li>Russia-Ukraine war at a glance</li></ul> Continue reading...",https://www.theguardian.com/world/live/2022/dec/09/russia-ukraine-war-live-russia-has-installed-rocket-launchers-at-zaporizhzhia-nuclear-power-plant-says-ukraine,67
68,68.0,"Russia's war on Ukraine latest news: Fighting rages in east, G7 considers air defence - Reuters.com","Russian forces <a href=""/world/zelenskiys-talks-with-other-leaders-signal-diplomatic-flurry-around-ukraine-2022-12-11/"">pounded targets</a> in eastern and southern Ukraine with missiles, drones and artillery, Ukraine's General Staff said on Monday, as million…",https://www.reuters.com/world/europe/russias-war-ukraine-latest-news-fighting-rages-east-g7-considers-air-defence-2022-12-12/,68
69,69.0,Yemen rivals ramp up economic war as U.N.-backed truce efforts limp - Reuters,"Yemen's Saudi-backed government and its Houthi enemies are escalating an economic war as peace efforts stall, with tit-for-tat moves aimed at disrupting state oil revenues and fuel flows, leading to more humanitarian pain.",https://www.reuters.com/world/middle-east/yemen-rivals-ramp-up-economic-war-un-backed-truce-efforts-limp-2022-12-08/,69
70,70.0,"Russia's war on Ukraine latest news: Power, heat still in short supply - Reuters.com","Heavy <a href=""/world/europe/snow-blanket-kyiv-sunday-power-still-short-supply-2022-11-27/"">snowfall</a> was expected in Kyiv starting on Sunday, with temperatures dropping below freezing day and night, while millions of people who still live in and around th…",https://www.reuters.com/world/europe/russias-war-ukraine-latest-news-power-heat-still-short-supply-2022-11-27/,70
71,71.0,"Exclusive: U.S., Russia have used 'deconfliction' line once so far during Ukraine war -source - Reuters","A communications line created between the militaries of the United States and Russia at the start of Moscow's war against Ukraine has been used only once so far, a U.S. official told Reuters.",https://www.reuters.com/world/us-russia-have-used-deconfliction-line-once-so-far-during-ukraine-war-source-2022-11-28/,71
72,72.0,Biden's offer to talk to Putin is a trial balloon to end war in Ukraine - Reuters,"President Joe Biden has floated a trial balloon to President Vladimir Putin to determine whether Russia, after months of battlefield losses and stalled gains, is ready to end its invasion of Ukraine.",https://www.reuters.com/world/bidens-offer-talk-putin-is-trial-balloon-end-war-ukraine-2022-12-02/,72
73,73.0,EU seeks to set up Russian war crimes tribunal - Von Der Leyen - Reuters,"The European Union will try to set up a specialised court, backed by the United Nations, to investigate and prosecute possible war crimes committed by Russia in Ukraine, European Commision President Ursula Von Der Leyen said on Wednesday.",https://www.reuters.com/world/europe/eu-seeks-set-up-russian-war-crimes-tribunal-von-der-leyen-2022-11-30/,73
74,74.0,UK royal war: Harry and Meghan's new Netflix episodes to land - Reuters,"The final three episodes of Prince Harry and his wife Meghan's Netflix documentary series air on Thursday, with more criticism expected to be directed at the British royals just as King Charles and his family gather for a Christmas carol service.",https://www.reuters.com/lifestyle/uk-royal-war-harry-meghans-new-netflix-episodes-land-2022-12-15/,74
75,75.0,Former Argentina policeman gets 15 years in jail for Dirty War-era ... - Reuters,"An Argentine court has sentenced a former police officer extradited from France to 15 years in jail for the kidnapping and disappearance of a young man during the country's so-called Dirty War some four decades ago, a court clerk said on Thursday.",https://www.reuters.com/world/americas/former-argentina-policeman-gets-15-years-jail-dirty-war-era-crimes-2022-12-22/,75
76,76.0,Ukrainian avant-garde art finds refuge from war in Madrid - Reuters,Ukrainian art has found a refuge in Madrid where a retrospective on the country's avant-garde in the early 20th century is showing works little known to the general public while offering them a safe haven away from the bombs.,https://www.reuters.com/lifestyle/ukrainian-avant-garde-art-finds-refuge-war-madrid-2022-11-29/,76
77,77.0,"Biden, Macron resolve to hold Russia accountable for atrocities, war crimes in Ukraine - Reuters","U.S. President Joe Biden and French President Emanuel Macron pledged to hold Russia accountable for ""widely documented atrocities and war crimes"" in Ukraine, the two leaders said in a statement issued after their White House meeting.",https://www.reuters.com/world/europe/biden-macron-resolve-hold-russia-accountable-atrocities-war-crimes-ukraine-2022-12-01/,77
78,78.0,"Ukraine war shows Europe too reliant on U.S., Finland PM says - Reuters","Russia's invasion of Ukraine has shown that Europe is too reliant on the United States for its own security, Finnish Prime Minister Sanna Marin said on Friday.",https://www.reuters.com/world/ukraine-war-shows-europe-too-reliant-us-finland-pm-says-2022-12-02/,78
79,79.0,Turkey expects 'clear picture' on war in Ukraine by spring - Reuters,"Turkish Foreign Minister Mevlut Cavusoglu said on Friday that he expects a ""clear picture"" on the war in Ukraine by spring, as shelling and clashes continued and the Kremlin said Russian President Vladimir Putin was open to negotiations.",https://www.reuters.com/world/europe/turkey-expects-clear-picture-war-ukraine-by-spring-2022-12-02/,79
80,80.0,"Reelin' in the year: Powell's pivot, Fed unity, and the war on inflation - Reuters.com","The Federal Reserve started 2022 expecting a surge in inflation to subside as the pandemic-scarred economy got back to normal, and divided over how much the U.S. central bank might need to help the process with higher interest rates.",https://www.reuters.com/markets/us/reelin-year-powells-pivot-fed-unity-war-inflation-2022-11-30/,80
81,81.0,NATO's Stoltenberg: Putin trying to use winter as war weapon against Ukraine - Reuters,"Russia will likely continue attacking Ukraine's power grid, its gas infrastructure and basic services for the people, NATO Secretary-General Jens Stoltenberg said on Monday.",https://www.reuters.com/world/natos-stoltenberg-putin-trying-use-winter-war-weapon-against-ukraine-2022-11-28/,81
82,82.0,"Russian forces killed hundreds of civilians early in Ukraine war, UN report says - Reuters","At least 441 civilians were killed by Russian forces in the early days of Moscow's invasion of Ukraine, the United Nations humans rights office said on Wednesday, documenting summary executions and attacks in dozens of towns across three regions.",https://www.reuters.com/world/europe/russian-forces-killed-hundreds-civilians-early-ukraine-war-un-report-says-2022-12-07/,82
83,83.0,Anti-war protesters in Italy denounce La Scala for staging Russian opera - Reuters,"Anti-war protesters demonstrated outside Milan's La Scala theatre on Wednesday before it opened its 2022-2023 opera season with a gala performance of the Russian work ""Boris Godunov"".",https://www.reuters.com/world/europe/anti-war-protesters-italy-denounce-la-scala-staging-russian-opera-2022-12-07/,83
84,84.0,Putin acknowledges Russia's war in Ukraine could be a long one - Reuters,"Russian President Vladimir Putin has acknowledged that his army could be fighting in Ukraine <a href=""/world/europe/putin-says-russia-will-defend-its-interests-with-all-available-means-2022-12-07/"">for a long time</a>, but for now there will be no second call…",https://www.reuters.com/world/europe/putin-acknowledges-russias-war-ukraine-could-be-long-one-2022-12-07/,84
85,85.0,Putin tells Russian defence industry to up its game for Ukraine war - Reuters,"President Vladimir Putin on Friday told Russia's defence industry chiefs to up their game to ensure that the Russian army quickly got all the weapons, equipment and military hardware it needed to fight in Ukraine.",https://www.reuters.com/world/europe/putin-tells-russian-defence-industry-up-its-game-ukraine-war-2022-12-23/,85
86,86.0,Philippine family allowed to correct death certificate of son killed in drugs war - Reuters,"A Philippine appeals court granted a father's petition to correct the death certificate of his nine-year old son, bringing to a close his years-long quest for justice for the boy who was killed in a drug-related shooting.",https://www.reuters.com/world/asia-pacific/philippine-family-allowed-correct-death-certificate-son-killed-drugs-war-2022-12-05/,86
87,87.0,Ukraine shocked the world in 2022. Will it win the war in 2023? - Reuters.com,"When Russia invaded Ukraine, Vadym Khlupianets, a 26-year-old ballet dancer at Kyiv's National Operetta Theatre, joined the army. Nine months later, he was killed by a sniper on the eastern front.",https://www.reuters.com/world/europe/yearender-ukraine-shocked-world-2022-will-it-win-war-2023-2022-12-06/,87
88,88.0,Nestle to launch new Ukraine facility in rare war-time investment - Reuters.com,"Nestle (NESN.S) will invest 40 million Swiss francs ($42.88 million) to launch a new production facility in western Ukraine, the company said on Monday.",https://www.reuters.com/business/retail-consumer/nestle-launch-new-ukraine-facility-rare-war-time-investment-2022-12-12/,88
89,89.0,Zelenskiy urges New Zealand to leadership on environmental security destroyed by Russian war - Reuters,"Ukraine's President Volodymyr Zelenskiy urged New Zealand, a staunch supporter of Kyiv, to take leadership in working on ensuring environmental security that has been destroyed by the Russian invasion of his country.",https://www.reuters.com/world/europe/zelenskiy-urges-new-zealand-leadership-environmental-security-destroyed-by-2022-12-13/,89
90,90.0,Russia's war on Ukraine latest news: Russian troops pull back near Kherson - Reuters,"Ukraine's military said Russia had <a href=""/world/europe/heaviest-ukraine-fighting-rages-east-west-seeks-sustain-support-against-russia-2022-11-30/"">pulled some troops</a> from towns on the opposite bank of the Dnipro River from Kherson city, the first offic…",https://www.reuters.com/world/europe/russias-war-ukraine-latest-news-russian-troops-pull-back-near-kherson-2022-12-01/,90
91,91.0,"Canada says war, climate concerns show need for supply chain shift - Reuters.com","The Russian invasion of Ukraine shows that authoritarian regimes are not reliable trade partners and future supply chains should run through countries like Canada that are concerned about carbon emissions and human rights, Canadian Prime Minister Justin Trude…",https://www.reuters.com/world/canada-says-war-climate-concerns-show-need-supply-chain-shift-2022-11-30/,91
92,92.0,EU locked in intensifying tug-of-war with Hungary over money - Reuters.com,The European Union was haggling with Hungary on Friday over releasing billions of euros in aid in exchange for Budapest revoking its veto on extending a joint loan to Ukraine and acceding to a minimum global tax.,https://www.reuters.com/world/europe/eu-locked-intensifying-tug-of-war-with-hungary-over-money-2022-12-09/,92
93,93.0,Germany convicts 97-year-old woman of Nazi war crimes - media - Reuters.com,"A German court convicted a 97-year-old woman of having contributed to the murder of over 11,000 people during her time working as a typist at a Nazi concentration camp in World War Two, NDR broadcaster and other media reported on Tuesday.",https://www.reuters.com/world/europe/germany-convicts-97-year-old-woman-nazi-war-crimes-media-2022-12-20/,93
94,94.0,Red Cross chief: major prisoner swap deal is option in Russia-Ukraine war - Reuters,"The head of the International Committee of the Red Cross (ICRC) said on Wednesday that a major prisoner of war swap deal was a ""possibility"" in the Ukraine-Russia conflict.",https://www.reuters.com/world/europe/red-cross-chief-major-prisoner-swap-deal-is-option-russia-ukraine-war-2022-12-14/,94
95,95.0,Ukraine's parallel war on corruption to unlock door to West - Reuters,"To an outsider, it may seem an unlikely time for Ukraine to double down on the battle against corruption, as missiles rain down on cities and citizens fight for their lives.",https://www.reuters.com/world/europe/ukraines-parallel-war-corruption-unlock-door-west-2022-12-23/,95
96,96.0,Japan govt asks insurers to retain marine war insurance for LNG ... - Reuters.com,"The Japanese government has requested insures to take on additional risks to continue providing marine war insurance for liquefied natural gas (LNG) shippers in Russian waters, a senior official at the industry ministry said.",https://www.reuters.com/business/finance/japan-govt-asks-insurers-retain-marine-war-insurance-lng-shippers-russian-waters-2022-12-27/,96
